node_id,d,p_min,p_max,c_var,is_generator,energy_type,instance
78,20.2208891708204,0,0,0,False,,12
79,0,0,916.2,50.33,True,gas,12
80,0,0,0,0,False,,12
81,27.7768735537568,0,0,0,False,,12
82,9.76331452543571,0,0,0,False,,12
83,5.3878900998684,0,0,0,False,,12
84,11.1588803999948,0,0,0,False,,12
85,10.6394685944896,0,0,0,False,,12
86,0,0,360,50.33,True,gas,12
87,23.6213064914339,0,0,0,False,,12
88,0,0,1146.6,50.33,True,gas,12
89,79.9126302842976,0,0,0,False,,12
90,5.01366175496431,0,0,0,False,,12
91,32.8659281489209,0,0,0,False,,12
92,6.23757187325749,0,0,0,False,,12
93,16.3777844480258,0,0,0,False,,12
94,19.3691617868949,0,0,0,False,,12
95,18.1424792419439,0,0,0,False,,12
96,7.27120805086437,0,0,0,False,,12
97,17.9407124031485,0,0,0,False,,12
98,21.0012022633928,0,0,0,False,,12
99,0,0,1175.4,50.33,True,gas,12
100,10.9833456446922,0,0,0,False,,12
101,2.57783568554451,0,0,0,False,,12
102,0,0,194.4,50.33,True,gas,12
103,18.0734329401491,0,0,0,False,,12
104,15.2660414714099,0,0,0,False,,12
105,22.6578767039034,0,0,0,False,,12
106,24.8914047730421,0,0,0,False,,12
107,1.01819322254348,0,0,0,False,,12
108,3.82371699708182,0,0,0,False,,12
109,19.0330937025178,0,0,0,False,,12
110,0,0,142.2,50.33,True,gas,12
111,34.3486208006848,0,0,0,False,,12
112,3.1475044335339,0,0,0,False,,12
113,4.18679803672633,0,0,0,False,,12
114,11.4646644270401,0,0,0,False,,12
115,86.4105202296883,0,0,0,False,,12
116,8.9257945309895,0,0,0,False,,12
117,15.7163962052927,0,0,0,False,,12
0,24.364332867028,0,0,0,False,,13
1,9.11305480015093,0,0,0,False,,13
2,19.8508261643299,0,0,0,False,,13
3,17.6963614838933,0,0,0,False,,13
4,0,0,0,0,False,,13
5,23.8799236996159,0,0,0,False,,13
6,9.32735663294692,0,0,0,False,,13
7,13.2908263526259,0,0,0,False,,13
8,0,0,0,0,False,,13
9,0,0,400,0,True,hydro,13
10,34.7811860876695,0,0,0,False,,13
11,0,0,200,0,True,hydro,13
12,17.3379294461127,0,0,0,False,,13
13,6.80520061758419,0,0,0,False,,13
14,41.7926179814376,0,0,0,False,,13
15,12.0894270248489,0,0,0,False,,13
16,5.26722316414361,0,0,0,False,,13
17,28.6413442232669,0,0,0,False,,13
18,22.4961642835718,0,0,0,False,,13
19,8.69305437862773,0,0,0,False,,13
20,7.33284675989981,0,0,0,False,,13
21,4.88924143865381,0,0,0,False,,13
22,3.0739982027314,0,0,0,False,,13
23,5.80309432381581,0,0,0,False,,13
24,0,0,397.8,28.948321,True,coal,13
25,0,0,873,22.22098,True,coal,13
26,34.1903805092498,0,0,0,False,,13
27,8.89041120985903,0,0,0,False,,13
28,12.1377623296197,0,0,0,False,,13
29,0,0,0,0,False,,13
30,0,0,612,25.993982,True,coal,13
31,27.2157688329266,0,0,0,False,,13
32,11.7947561580558,0,0,0,False,,13
33,29.6598415854456,0,0,0,False,,13
34,16.8608142937142,0,0,0,False,,13
35,15.4698833342787,0,0,0,False,,13
36,0,0,0,0,False,,13
37,0,0,0,0,False,,13
38,14.7984172793173,0,0,0,False,,13
39,33.7306984330678,0,0,0,False,,13
40,17.8002854005716,0,0,0,False,,13
41,46.8349622027129,0,0,0,False,,13
42,8.38156441264191,0,0,0,False,,13
43,8.28541631792274,0,0,0,False,,13
44,26.0513444264742,0,0,0,False,,13
45,0,0,720,24.202306,True,coal,13
46,17.6965099877144,0,0,0,False,,13
47,8.98068663135865,0,0,0,False,,13
48,0,0,0,0,True,solar,13
49,7.73593616524749,0,0,0,False,,13
50,8.7754986379148,0,0,0,False,,13
51,8.12607702934606,0,0,0,False,,13
52,11.1244264245116,0,0,0,False,,13
53,0,0,0,0,True,solar,13
54,33.0527921596036,0,0,0,False,,13
55,40.1703205495602,0,0,0,False,,13
56,5.68704534996752,0,0,0,False,,13
57,6.27691284219099,0,0,0,False,,13
58,0,0,0,0,True,solar,13
59,37.1420130295943,0,0,0,False,,13
60,0,0,0,0,True,solar,13
61,33.806161423825,0,0,0,False,,13
62,0,0,0,0,False,,13
63,0,0,0,0,False,,13
64,0,30.4220454503016,30.4220454503016,0,True,wind,13
65,0,137.810103338701,137.810103338701,0,True,wind,13
66,13.6406918244982,0,0,0,False,,13
67,0,0,0,0,False,,13
68,0,0,0,0,False,,13
69,30.713409695031,0,0,0,False,,13
70,0,0,0,0,False,,13
71,6.36530687384562,0,0,0,False,,13
72,2.84075627340829,0,0,0,False,,13
73,32.1233254012955,0,0,0,False,,13
74,23.8016517379265,0,0,0,False,,13
75,33.731143417065,0,0,0,False,,13
76,28.5521064673079,0,0,0,False,,13
77,35.8299228069505,0,0,0,False,,13
78,18.6109438122448,0,0,0,False,,13
79,0,0,916.2,50.33,True,gas,13
80,0,0,0,0,False,,13
81,26.2215387502658,0,0,0,False,,13
82,9.56136298036196,0,0,0,False,,13
83,5.43426395611596,0,0,0,False,,13
84,12.1891847997855,0,0,0,False,,13
85,10.8978395747408,0,0,0,False,,13
86,0,0,360,50.33,True,gas,13
87,23.1604308145783,0,0,0,False,,13
88,0,0,1146.6,50.33,True,gas,13
89,81.5855848700839,0,0,0,False,,13
90,4.77893671848507,0,0,0,False,,13
91,32.461908774271,0,0,0,False,,13
92,5.78717801407101,0,0,0,False,,13
93,15.4167362565618,0,0,0,False,,13
94,19.3236169246478,0,0,0,False,,13
95,17.6831978576867,0,0,0,False,,13
96,7.37268317010573,0,0,0,False,,13
97,16.8980303831982,0,0,0,False,,13
98,21.0448155111901,0,0,0,False,,13
99,0,0,1175.4,50.33,True,gas,13
100,11.8064806052736,0,0,0,False,,13
101,2.45043792592108,0,0,0,False,,13
102,0,0,194.4,50.33,True,gas,13
103,17.9491875588416,0,0,0,False,,13
104,14.7931036061525,0,0,0,False,,13
105,21.9671868026335,0,0,0,False,,13
106,25.4446238579021,0,0,0,False,,13
107,0.968372820101802,0,0,0,False,,13
108,3.7918063405067,0,0,0,False,,13
109,18.1312094867919,0,0,0,False,,13
110,0,0,142.2,50.33,True,gas,13
111,35.283791890213,0,0,0,False,,13
112,3.08792493586288,0,0,0,False,,13
113,4.19356483478664,0,0,0,False,,13
114,11.145228073528,0,0,0,False,,13
115,88.1642080175675,0,0,0,False,,13
116,10.2787484561142,0,0,0,False,,13
117,15.7883498666177,0,0,0,False,,13
0,24.4749176608011,0,0,0,False,,14
1,9.25267192278832,0,0,0,False,,14
2,19.1891439259487,0,0,0,False,,14
3,20.9759412808485,0,0,0,False,,14
4,0,0,0,0,False,,14
5,25.3563839461526,0,0,0,False,,14
6,9.42805418334869,0,0,0,False,,14
7,13.7870196804479,0,0,0,False,,14
8,0,0,0,0,False,,14
9,0,0,400,0,True,hydro,14
10,31.7756326727777,0,0,0,False,,14
11,0,0,200,0,True,hydro,14
12,16.5847062188494,0,0,0,False,,14
13,6.23830442463196,0,0,0,False,,14
14,43.944341308134,0,0,0,False,,14
15,12.5863692179564,0,0,0,False,,14
16,5.51322070574803,0,0,0,False,,14
17,27.9117586080033,0,0,0,False,,14
18,20.8101976033325,0,0,0,False,,14
19,8.28225684414224,0,0,0,False,,14
20,6.64632059714591,0,0,0,False,,14
21,4.69517318549163,0,0,0,False,,14
22,3.31716233515392,0,0,0,False,,14
23,6.02970247876182,0,0,0,False,,14
24,0,0,397.8,28.948321,True,coal,14
25,0,0,873,22.22098,True,coal,14
26,32.7490413020246,0,0,0,False,,14
27,8.66025775732088,0,0,0,False,,14
28,11.8905128894552,0,0,0,False,,14
29,0,0,0,0,False,,14
30,0,0,612,25.993982,True,coal,14
31,28.6982367599635,0,0,0,False,,14
32,11.9928061977629,0,0,0,False,,14
33,28.1437035837311,0,0,0,False,,14
34,16.1737235401239,0,0,0,False,,14
35,14.0326476356513,0,0,0,False,,14
36,0,0,0,0,False,,14
37,0,0,0,0,False,,14
38,13.4850413642535,0,0,0,False,,14
39,32.1248850992639,0,0,0,False,,14
40,16.6431151196666,0,0,0,False,,14
41,46.204915073293,0,0,0,False,,14
42,8.53791142727173,0,0,0,False,,14
43,7.56319923014745,0,0,0,False,,14
44,25.6806404030141,0,0,0,False,,14
45,0,0,720,24.202306,True,coal,14
46,17.0144022382895,0,0,0,False,,14
47,9.11423455493797,0,0,0,False,,14
48,0,0,0,0,True,solar,14
49,8.25897426456706,0,0,0,False,,14
50,8.07299344305919,0,0,0,False,,14
51,7.59792494313957,0,0,0,False,,14
52,11.7334100354517,0,0,0,False,,14
53,0,0,0,0,True,solar,14
54,29.8501212620428,0,0,0,False,,14
55,39.6427894012167,0,0,0,False,,14
56,5.44588366032363,0,0,0,False,,14
57,6.29611791793327,0,0,0,False,,14
58,0,0,0,0,True,solar,14
59,37.3339168435017,0,0,0,False,,14
60,0,0,0,0,True,solar,14
61,37.3867276828577,0,0,0,False,,14
62,0,0,0,0,False,,14
63,0,0,0,0,False,,14
64,0,30.6568520762986,30.6568520762986,0,True,wind,14
65,0,140.364302617209,140.364302617209,0,True,wind,14
66,14.4060585784534,0,0,0,False,,14
67,0,0,0,0,False,,14
68,0,0,0,0,False,,14
69,32.1361985463969,0,0,0,False,,14
70,0,0,0,0,False,,14
71,5.95247841050364,0,0,0,False,,14
72,2.88790952740323,0,0,0,False,,14
73,32.7786649528395,0,0,0,False,,14
74,23.5305800475792,0,0,0,False,,14
75,33.2109719034536,0,0,0,False,,14
76,31.554564574762,0,0,0,False,,14
77,35.1194724757027,0,0,0,False,,14
78,18.2936479411775,0,0,0,False,,14
79,0,0,916.2,50.33,True,gas,14
80,0,0,0,0,False,,14
81,27.012412700036,0,0,0,False,,14
82,9.84734553602166,0,0,0,False,,14
83,5.29133032915549,0,0,0,False,,14
84,11.1415411333073,0,0,0,False,,14
85,11.1015178097533,0,0,0,False,,14
86,0,0,360,50.33,True,gas,14
87,22.6799533273081,0,0,0,False,,14
88,0,0,1146.6,50.33,True,gas,14
89,76.8591093633057,0,0,0,False,,14
90,4.98657947770292,0,0,0,False,,14
91,31.8171494437543,0,0,0,False,,14
92,6.03783831488449,0,0,0,False,,14
93,15.405907537119,0,0,0,False,,14
94,20.0419508711488,0,0,0,False,,14
95,16.8432792576173,0,0,0,False,,14
96,7.33231117613627,0,0,0,False,,14
97,15.3227269663231,0,0,0,False,,14
98,20.1070023780434,0,0,0,False,,14
99,0,0,1175.4,50.33,True,gas,14
100,10.2845972896199,0,0,0,False,,14
101,2.41931353704287,0,0,0,False,,14
102,0,0,194.4,50.33,True,gas,14
103,19.1716479215104,0,0,0,False,,14
104,15.6088598292791,0,0,0,False,,14
105,20.1560835293785,0,0,0,False,,14
106,24.0059374710779,0,0,0,False,,14
107,0.971513488613732,0,0,0,False,,14
108,3.90151185816913,0,0,0,False,,14
109,18.3494328720653,0,0,0,False,,14
110,0,0,142.2,50.33,True,gas,14
111,30.7133375703944,0,0,0,False,,14
112,2.98639085444635,0,0,0,False,,14
113,3.77914091613999,0,0,0,False,,14
114,11.0252337306829,0,0,0,False,,14
115,90.923631728222,0,0,0,False,,14
116,9.19710261580775,0,0,0,False,,14
117,15.0414982798173,0,0,0,False,,14
0,22.7143610366062,0,0,0,False,,15
1,8.91228215898185,0,0,0,False,,15
2,19.8597617834776,0,0,0,False,,15
3,20.1732105303121,0,0,0,False,,15
4,0,0,0,0,False,,15
5,23.9430295577775,0,0,0,False,,15
6,8.34556767425703,0,0,0,False,,15
7,14.245329304636,0,0,0,False,,15
8,0,0,0,0,False,,15
9,0,0,400,0,True,hydro,15
10,34.1108503506656,0,0,0,False,,15
11,0,0,200,0,True,hydro,15
12,16.1742721317879,0,0,0,False,,15
13,6.51322910072815,0,0,0,False,,15
14,40.5943141256786,0,0,0,False,,15
15,10.7589643057256,0,0,0,False,,15
16,5.38845572607438,0,0,0,False,,15
17,28.4214327751961,0,0,0,False,,15
18,21.9346025381156,0,0,0,False,,15
19,8.64537957509675,0,0,0,False,,15
20,6.60031269937717,0,0,0,False,,15
21,4.777685034222,0,0,0,False,,15
22,3.13658697077602,0,0,0,False,,15
23,6.29993621512968,0,0,0,False,,15
24,0,0,397.8,28.948321,True,coal,15
25,0,0,873,22.22098,True,coal,15
26,34.2709254833116,0,0,0,False,,15
27,8.94893556778415,0,0,0,False,,15
28,12.0733118268668,0,0,0,False,,15
29,0,0,0,0,False,,15
30,0,0,612,25.993982,True,coal,15
31,29.8803655352588,0,0,0,False,,15
32,10.7609052421656,0,0,0,False,,15
33,27.52109039449,0,0,0,False,,15
34,15.3874320739904,0,0,0,False,,15
35,16.2870501586126,0,0,0,False,,15
36,0,0,0,0,False,,15
37,0,0,0,0,False,,15
38,12.6663485747813,0,0,0,False,,15
39,30.8587229512415,0,0,0,False,,15
40,16.3174265207825,0,0,0,False,,15
41,47.5757961139963,0,0,0,False,,15
42,8.71194090285352,0,0,0,False,,15
43,7.68018110252638,0,0,0,False,,15
44,25.3389438315481,0,0,0,False,,15
45,0,0,720,24.202306,True,coal,15
46,16.3188103074066,0,0,0,False,,15
47,9.44080484422389,0,0,0,False,,15
48,0,0,0,0,True,solar,15
49,8.37007161237504,0,0,0,False,,15
50,8.30944709980736,0,0,0,False,,15
51,7.61089353478286,0,0,0,False,,15
52,10.700981301388,0,0,0,False,,15
53,0,0,0,0,True,solar,15
54,29.2451643331551,0,0,0,False,,15
55,40.7896346323901,0,0,0,False,,15
56,5.65809627034252,0,0,0,False,,15
57,5.62780800480838,0,0,0,False,,15
58,0,0,0,0,True,solar,15
59,35.2801288339885,0,0,0,False,,15
60,0,0,0,0,True,solar,15
61,36.1279755355735,0,0,0,False,,15
62,0,0,0,0,False,,15
63,0,0,0,0,False,,15
64,0,28.4126791098217,28.4126791098217,0,True,wind,15
65,0,135.015546785297,135.015546785297,0,True,wind,15
66,12.9984029770529,0,0,0,False,,15
67,0,0,0,0,False,,15
68,0,0,0,0,False,,15
69,31.4827243693528,0,0,0,False,,15
70,0,0,0,0,False,,15
71,5.63732435288252,0,0,0,False,,15
72,2.66600398277552,0,0,0,False,,15
73,33.886172272983,0,0,0,False,,15
74,22.7510155935478,0,0,0,False,,15
75,31.8864500278751,0,0,0,False,,15
76,29.977951242254,0,0,0,False,,15
77,33.4476666501179,0,0,0,False,,15
78,18.1841814687549,0,0,0,False,,15
79,0,0,916.2,50.33,True,gas,15
80,0,0,0,0,False,,15
81,24.4446353481169,0,0,0,False,,15
82,9.63753303711423,0,0,0,False,,15
83,5.15077389449477,0,0,0,False,,15
84,12.1493359240717,0,0,0,False,,15
85,10.0693082027483,0,0,0,False,,15
86,0,0,360,50.33,True,gas,15
87,22.1895094100895,0,0,0,False,,15
88,0,0,1146.6,50.33,True,gas,15
89,75.6215860140137,0,0,0,False,,15
90,4.79111200978646,0,0,0,False,,15
91,30.9193646255822,0,0,0,False,,15
92,5.62453445246246,0,0,0,False,,15
93,15.0762549125143,0,0,0,False,,15
94,19.3553292880021,0,0,0,False,,15
95,17.360402490444,0,0,0,False,,15
96,6.92336425964932,0,0,0,False,,15
97,16.6104082587879,0,0,0,False,,15
98,19.7891520829961,0,0,0,False,,15
99,0,0,1175.4,50.33,True,gas,15
100,10.9229268844374,0,0,0,False,,15
101,2.47628301355143,0,0,0,False,,15
102,0,0,194.4,50.33,True,gas,15
103,17.013720096454,0,0,0,False,,15
104,14.7950569338866,0,0,0,False,,15
105,19.1974703427224,0,0,0,False,,15
106,23.1177754398681,0,0,0,False,,15
107,0.950156553564104,0,0,0,False,,15
108,3.87247920803012,0,0,0,False,,15
109,17.4789219416515,0,0,0,False,,15
110,0,0,142.2,50.33,True,gas,15
111,29.2868871531375,0,0,0,False,,15
112,2.88398993999566,0,0,0,False,,15
113,3.85447884972264,0,0,0,False,,15
114,10.2318713221646,0,0,0,False,,15
115,88.0048449223027,0,0,0,False,,15
116,9.48134676649806,0,0,0,False,,15
117,14.6378779539279,0,0,0,False,,15
0,24.5759752440719,0,0,0,False,,16
1,9.47641462802542,0,0,0,False,,16
2,19.9565958307937,0,0,0,False,,16
3,18.4459547784455,0,0,0,False,,16
4,0,0,0,0,False,,16
5,25.1785353935495,0,0,0,False,,16
6,9.15316175756713,0,0,0,False,,16
7,12.425848307012,0,0,0,False,,16
8,0,0,0,0,False,,16
9,0,0,400,0,True,hydro,16
10,32.1867696644579,0,0,0,False,,16
11,0,0,200,0,True,hydro,16
12,16.3636086848843,0,0,0,False,,16
13,6.69217147258478,0,0,0,False,,16
14,38.7076895047172,0,0,0,False,,16
15,11.589634791181,0,0,0,False,,16
16,5.56984704284603,0,0,0,False,,16
17,27.8525469161057,0,0,0,False,,16
18,22.3808571089849,0,0,0,False,,16
19,8.19094332146812,0,0,0,False,,16
20,7.12208134352197,0,0,0,False,,16
21,4.88042768593058,0,0,0,False,,16
22,3.0734960120047,0,0,0,False,,16
23,6.02420028049361,0,0,0,False,,16
24,0,0,397.8,28.948321,True,coal,16
25,0,0,873,22.22098,True,coal,16
26,32.8710349661212,0,0,0,False,,16
27,8.11445391982259,0,0,0,False,,16
28,10.7912404831095,0,0,0,False,,16
29,0,0,0,0,False,,16
30,0,0,612,25.993982,True,coal,16
31,28.2510533771429,0,0,0,False,,16
32,11.2727103178757,0,0,0,False,,16
33,29.1901035695099,0,0,0,False,,16
34,15.8101044990654,0,0,0,False,,16
35,15.3189060432952,0,0,0,False,,16
36,0,0,0,0,False,,16
37,0,0,0,0,False,,16
38,13.0126135162791,0,0,0,False,,16
39,31.4767224554928,0,0,0,False,,16
40,16.0965175288601,0,0,0,False,,16
41,49.4130915167464,0,0,0,False,,16
42,8.00235646614714,0,0,0,False,,16
43,7.63080736788991,0,0,0,False,,16
44,24.6058425799443,0,0,0,False,,16
45,0,0,720,24.202306,True,coal,16
46,17.3561845653143,0,0,0,False,,16
47,9.07721420952315,0,0,0,False,,16
48,0,0,0,0,True,solar,16
49,8.39073109975118,0,0,0,False,,16
50,8.19175485395927,0,0,0,False,,16
51,8.29501313364825,0,0,0,False,,16
52,11.106623928792,0,0,0,False,,16
53,0,0,0,0,True,solar,16
54,32.4919376385637,0,0,0,False,,16
55,41.782092069026,0,0,0,False,,16
56,5.49341919157882,0,0,0,False,,16
57,5.53324920183184,0,0,0,False,,16
58,0,0,0,0,True,solar,16
59,36.6639690789918,0,0,0,False,,16
60,0,0,0,0,True,solar,16
61,34.8459580541743,0,0,0,False,,16
62,0,0,0,0,False,,16
63,0,0,0,0,False,,16
64,0,30.5050901878562,30.5050901878562,0,True,wind,16
65,0,142.458640928415,142.458640928415,0,True,wind,16
66,13.4045837754413,0,0,0,False,,16
67,0,0,0,0,False,,16
68,0,0,0,0,False,,16
69,31.9359315853251,0,0,0,False,,16
70,0,0,0,0,False,,16
71,5.62668189236472,0,0,0,False,,16
72,2.83662294764901,0,0,0,False,,16
73,31.6899256156681,0,0,0,False,,16
74,23.4028126571177,0,0,0,False,,16
75,33.5264216834423,0,0,0,False,,16
76,28.327499163204,0,0,0,False,,16
77,32.24554561129,0,0,0,False,,16
78,19.4006947285724,0,0,0,False,,16
79,0,0,916.2,50.33,True,gas,16
80,0,0,0,0,False,,16
81,25.0828358790313,0,0,0,False,,16
82,9.36006751768218,0,0,0,False,,16
83,5.23321326415454,0,0,0,False,,16
84,11.3592103282312,0,0,0,False,,16
85,10.254767453758,0,0,0,False,,16
86,0,0,360,50.33,True,gas,16
87,22.0865754079922,0,0,0,False,,16
88,0,0,1146.6,50.33,True,gas,16
89,75.6207384213537,0,0,0,False,,16
90,5.20810009557071,0,0,0,False,,16
91,31.5725783293515,0,0,0,False,,16
92,5.5066354078749,0,0,0,False,,16
93,14.9963051313505,0,0,0,False,,16
94,20.0144063057008,0,0,0,False,,16
95,17.9375898732102,0,0,0,False,,16
96,7.18731791602397,0,0,0,False,,16
97,14.9170527191701,0,0,0,False,,16
98,19.9399939465385,0,0,0,False,,16
99,0,0,1175.4,50.33,True,gas,16
100,10.8502561071697,0,0,0,False,,16
101,2.51601747425296,0,0,0,False,,16
102,0,0,194.4,50.33,True,gas,16
103,17.9344139502861,0,0,0,False,,16
104,14.5712571463108,0,0,0,False,,16
105,20.1506396068618,0,0,0,False,,16
106,22.0428070911918,0,0,0,False,,16
107,0.954261122906531,0,0,0,False,,16
108,3.55436565336753,0,0,0,False,,16
109,19.5899809112288,0,0,0,False,,16
110,0,0,142.2,50.33,True,gas,16
111,33.0132994789101,0,0,0,False,,16
112,2.81747157800818,0,0,0,False,,16
113,3.62619861715858,0,0,0,False,,16
114,10.1847953058625,0,0,0,False,,16
115,87.1000635505226,0,0,0,False,,16
116,9.35446453798479,0,0,0,False,,16
117,17.1165140470031,0,0,0,False,,16
0,24.2048978250411,0,0,0,False,,17
1,8.84091332782772,0,0,0,False,,17
2,18.9094846401885,0,0,0,False,,17
3,18.6541545298006,0,0,0,False,,17
4,0,0,0,0,False,,17
5,25.656618758373,0,0,0,False,,17
6,9.53095236343724,0,0,0,False,,17
7,12.6703715140793,0,0,0,False,,17
8,0,0,0,0,False,,17
9,0,0,400,0,True,hydro,17
10,32.8502997863148,0,0,0,False,,17
11,0,0,200,0,True,hydro,17
12,16.9806253437467,0,0,0,False,,17
13,6.4540343529788,0,0,0,False,,17
14,39.7152059938443,0,0,0,False,,17
15,11.2119454362904,0,0,0,False,,17
16,5.36251944487374,0,0,0,False,,17
17,27.3619501601662,0,0,0,False,,17
18,21.3239544365002,0,0,0,False,,17
19,8.61976854723625,0,0,0,False,,17
20,6.45607703448286,0,0,0,False,,17
21,4.53517423472595,0,0,0,False,,17
22,3.21449042014177,0,0,0,False,,17
23,5.90240610845073,0,0,0,False,,17
24,0,0,397.8,28.948321,True,coal,17
25,0,0,873,22.22098,True,coal,17
26,35.1736705620914,0,0,0,False,,17
27,8.36511468557033,0,0,0,False,,17
28,12.4098642276171,0,0,0,False,,17
29,0,0,0,0,False,,17
30,0,0,612,25.993982,True,coal,17
31,29.9470034793702,0,0,0,False,,17
32,11.3435347159355,0,0,0,False,,17
33,27.8984883038897,0,0,0,False,,17
34,16.4080228160485,0,0,0,False,,17
35,14.7793487451949,0,0,0,False,,17
36,0,0,0,0,False,,17
37,0,0,0,0,False,,17
38,13.4001937283357,0,0,0,False,,17
39,28.5578895254457,0,0,0,False,,17
40,17.0154111098242,0,0,0,False,,17
41,46.5521651981288,0,0,0,False,,17
42,7.95170491290082,0,0,0,False,,17
43,7.42719584415982,0,0,0,False,,17
44,26.670407929669,0,0,0,False,,17
45,0,0,720,24.202306,True,coal,17
46,16.5163656589199,0,0,0,False,,17
47,9.53742427370808,0,0,0,False,,17
48,0,0,0,0,True,solar,17
49,8.00060097761163,0,0,0,False,,17
50,8.13811596083665,0,0,0,False,,17
51,7.55035971313421,0,0,0,False,,17
52,11.5835615595887,0,0,0,False,,17
53,0,0,0,0,True,solar,17
54,31.8072261661136,0,0,0,False,,17
55,41.7180134172856,0,0,0,False,,17
56,5.41741566506992,0,0,0,False,,17
57,5.73097790333021,0,0,0,False,,17
58,0,0,0,0,True,solar,17
59,36.6673930485412,0,0,0,False,,17
60,0,0,0,0,True,solar,17
61,35.6989593732909,0,0,0,False,,17
62,0,0,0,0,False,,17
63,0,0,0,0,False,,17
64,0,29.3233452779873,29.3233452779873,0,True,wind,17
65,0,129.715114498024,129.715114498024,0,True,wind,17
66,13.8807154514245,0,0,0,False,,17
67,0,0,0,0,False,,17
68,0,0,0,0,False,,17
69,32.9045590407034,0,0,0,False,,17
70,0,0,0,0,False,,17
71,5.83437352740999,0,0,0,False,,17
72,2.87928940165411,0,0,0,False,,17
73,31.9897849397327,0,0,0,False,,17
74,21.9470470388022,0,0,0,False,,17
75,33.8324361315109,0,0,0,False,,17
76,28.1661328812921,0,0,0,False,,17
77,32.6458686176522,0,0,0,False,,17
78,16.9527710776466,0,0,0,False,,17
79,0,0,916.2,50.33,True,gas,17
80,0,0,0,0,False,,17
81,24.2379515340339,0,0,0,False,,17
82,9.49835230252869,0,0,0,False,,17
83,5.04213975800819,0,0,0,False,,17
84,11.5079251670935,0,0,0,False,,17
85,10.3952262341302,0,0,0,False,,17
86,0,0,360,50.33,True,gas,17
87,25.2830799546816,0,0,0,False,,17
88,0,0,1146.6,50.33,True,gas,17
89,81.0112606893416,0,0,0,False,,17
90,4.70146924885541,0,0,0,False,,17
91,27.8170000442379,0,0,0,False,,17
92,5.6005085568903,0,0,0,False,,17
93,14.8369093249641,0,0,0,False,,17
94,19.2397002780571,0,0,0,False,,17
95,18.1414375047328,0,0,0,False,,17
96,7.32068756847078,0,0,0,False,,17
97,15.8670911801399,0,0,0,False,,17
98,19.3394747305639,0,0,0,False,,17
99,0,0,1175.4,50.33,True,gas,17
100,10.6981386799291,0,0,0,False,,17
101,2.58742970321356,0,0,0,False,,17
102,0,0,194.4,50.33,True,gas,17
103,18.4567854340991,0,0,0,False,,17
104,14.5553002419481,0,0,0,False,,17
105,20.5910108718548,0,0,0,False,,17
106,23.105520930096,0,0,0,False,,17
107,1.04027976854692,0,0,0,False,,17
108,3.42065388073901,0,0,0,False,,17
109,17.644561397146,0,0,0,False,,17
110,0,0,142.2,50.33,True,gas,17
111,30.0078198505523,0,0,0,False,,17
112,3.0799685252538,0,0,0,False,,17
113,3.64533307278694,0,0,0,False,,17
114,10.8124504643994,0,0,0,False,,17
115,88.2879992320162,0,0,0,False,,17
116,9.17658680974415,0,0,0,False,,17
117,15.4251548599729,0,0,0,False,,17
0,23.6808014572134,0,0,0,False,,18
1,9.51362642961773,0,0,0,False,,18
2,19.1655013082486,0,0,0,False,,18
3,18.0471417670615,0,0,0,False,,18
4,0,0,0,0,False,,18
5,25.8497494136951,0,0,0,False,,18
6,9.03693371652547,0,0,0,False,,18
7,12.7007493400901,0,0,0,False,,18
8,0,0,0,0,False,,18
9,0,0,400,0,True,hydro,18
10,35.7496550566233,0,0,0,False,,18
11,0,0,200,0,True,hydro,18
12,17.3110092789065,0,0,0,False,,18
13,6.50560988296939,0,0,0,False,,18
14,43.1956000003375,0,0,0,False,,18
15,11.9289413259095,0,0,0,False,,18
16,5.52761028616731,0,0,0,False,,18
17,28.5867369968282,0,0,0,False,,18
18,21.8008020007588,0,0,0,False,,18
19,8.69926637839781,0,0,0,False,,18
20,6.91931297236928,0,0,0,False,,18
21,4.49550998531429,0,0,0,False,,18
22,3.36492960578513,0,0,0,False,,18
23,5.53177836358843,0,0,0,False,,18
24,0,0,397.8,28.948321,True,coal,18
25,0,0,873,22.22098,True,coal,18
26,36.2238870309319,0,0,0,False,,18
27,8.38278538697025,0,0,0,False,,18
28,12.1886625597327,0,0,0,False,,18
29,0,0,0,0,False,,18
30,0,0,612,25.993982,True,coal,18
31,27.1336998722062,0,0,0,False,,18
32,11.1563729661212,0,0,0,False,,18
33,28.4612720910994,0,0,0,False,,18
34,17.5248744305079,0,0,0,False,,18
35,15.1980808465194,0,0,0,False,,18
36,0,0,0,0,False,,18
37,0,0,0,0,False,,18
38,12.6591305331834,0,0,0,False,,18
39,31.9339328501345,0,0,0,False,,18
40,15.357857048005,0,0,0,False,,18
41,45.460225894665,0,0,0,False,,18
42,8.32218813189349,0,0,0,False,,18
43,7.8725773907825,0,0,0,False,,18
44,27.7960448623391,0,0,0,False,,18
45,0,0,720,24.202306,True,coal,18
46,16.8595974343854,0,0,0,False,,18
47,9.4940618325608,0,0,0,False,,18
48,0,0,0,0,True,solar,18
49,8.17598253721643,0,0,0,False,,18
50,8.20360745622556,0,0,0,False,,18
51,8.72440667686081,0,0,0,False,,18
52,10.9126189481562,0,0,0,False,,18
53,0,0,0,0,True,solar,18
54,32.7960166686225,0,0,0,False,,18
55,41.0552685508762,0,0,0,False,,18
56,5.51467613653509,0,0,0,False,,18
