omega,node,G_iw
14,102,190.19272246589523
14,103,0.0
14,104,0.0
14,105,0.0
14,106,0.0
14,107,0.0
14,108,0.0
14,109,0.0
14,110,142.2
14,111,0.0
14,112,0.0
14,113,0.0
14,114,0.0
14,115,0.0
14,116,0.0
14,117,0.0
15,0,0.0
15,1,0.0
15,2,0.0
15,3,0.0
15,4,0.0
15,5,0.0
15,6,0.0
15,7,0.0
15,8,0.0
15,9,332.98241680230893
15,10,0.0
15,11,98.16287427353004
15,12,0.0
15,13,0.0
15,14,0.0
15,15,0.0
15,16,0.0
15,17,0.0
15,18,0.0
15,19,0.0
15,20,0.0
15,21,0.0
15,22,0.0
15,23,0.0
15,24,132.96793808754887
15,25,430.776973392337
15,26,0.0
15,27,0.0
15,28,0.0
15,29,0.0
15,30,557.8694148873856
15,31,0.0
15,32,0.0
15,33,0.0
15,34,0.0
15,35,0.0
15,36,0.0
15,37,0.0
15,38,0.0
15,39,0.0
15,40,0.0
15,41,0.0
15,42,0.0
15,43,0.0
15,44,0.0
15,45,368.6454392883641
15,46,0.0
15,47,0.0
15,48,57.111048663414515
15,49,0.0
15,50,0.0
15,51,0.0
15,52,0.0
15,53,16.32040059350508
15,54,0.0
15,55,0.0
15,56,0.0
15,57,0.0
15,58,123.95744500652683
15,59,0.0
15,60,22.25715109690664
15,61,0.0
15,62,0.0
15,63,0.0
15,64,28.307788418380465
15,65,62.20351861353859
15,66,0.0
15,67,0.0
15,68,0.0
15,69,0.0
15,70,0.0
15,71,0.0
15,72,0.0
15,73,0.0
15,74,0.0
15,75,0.0
15,76,0.0
15,77,0.0
15,78,0.0
15,79,696.4562572024737
15,80,0.0
15,81,0.0
15,82,0.0
15,83,0.0
15,84,0.0
15,85,0.0
15,86,195.17822016675925
15,87,0.0
15,88,428.2443642768477
15,89,0.0
15,90,0.0
15,91,0.0
15,92,0.0
15,93,0.0
15,94,0.0
15,95,0.0
15,96,0.0
15,97,0.0
15,98,0.0
15,99,727.4352611343405
15,100,0.0
15,101,0.0
15,102,91.59389438185386
15,103,0.0
15,104,0.0
15,105,0.0
15,106,0.0
15,107,0.0
15,108,0.0
15,109,0.0
15,110,135.99903411758163
15,111,0.0
15,112,0.0
15,113,0.0
15,114,0.0
15,115,0.0
15,116,0.0
15,117,0.0
16,0,0.0
16,1,0.0
16,2,0.0
16,3,0.0
16,4,0.0
16,5,0.0
16,6,0.0
16,7,0.0
16,8,0.0
16,9,396.0543802775807
16,10,0.0
16,11,103.50300639746237
16,12,0.0
16,13,0.0
16,14,0.0
16,15,0.0
16,16,0.0
16,17,0.0
16,18,0.0
16,19,0.0
16,20,0.0
16,21,0.0
16,22,0.0
16,23,0.0
16,24,392.6749027175619
16,25,363.4349766255714
16,26,0.0
16,27,0.0
16,28,0.0
16,29,0.0
16,30,473.8093653719327
16,31,0.0
16,32,0.0
16,33,0.0
16,34,0.0
16,35,0.0
16,36,0.0
16,37,0.0
16,38,0.0
16,39,0.0
16,40,0.0
16,41,0.0
16,42,0.0
16,43,0.0
16,44,0.0
16,45,642.2716932729933
16,46,0.0
16,47,0.0
16,48,99.57682143667441
16,49,0.0
16,50,0.0
16,51,0.0
16,52,0.0
16,53,36.926533667066124
16,54,0.0
16,55,0.0
16,56,0.0
16,57,0.0
16,58,115.91755315314649
16,59,0.0
16,60,41.84926221359579
16,61,0.0
16,62,0.0
16,63,0.0
16,64,24.740080123853623
16,65,106.87521003945255
16,66,0.0
16,67,0.0
16,68,0.0
16,69,0.0
16,70,0.0
16,71,0.0
16,72,0.0
16,73,0.0
16,74,0.0
16,75,0.0
16,76,0.0
16,77,0.0
16,78,0.0
16,79,357.7013721491171
16,80,0.0
16,81,0.0
16,82,0.0
16,83,0.0
16,84,0.0
16,85,0.0
16,86,143.25680548833077
16,87,0.0
16,88,471.21981199064675
16,89,0.0
16,90,0.0
16,91,0.0
16,92,0.0
16,93,0.0
16,94,0.0
16,95,0.0
16,96,0.0
16,97,0.0
16,98,0.0
16,99,1140.7307657835272
16,100,0.0
16,101,0.0
16,102,98.99489777464031
16,103,0.0
16,104,0.0
16,105,0.0
16,106,0.0
16,107,0.0
16,108,0.0
16,109,0.0
16,110,47.62489795576967
16,111,0.0
16,112,0.0
16,113,0.0
16,114,0.0
16,115,0.0
16,116,0.0
16,117,0.0
17,0,0.0
17,1,0.0
17,2,0.0
17,3,0.0
17,4,0.0
17,5,0.0
17,6,0.0
17,7,0.0
17,8,0.0
17,9,374.2973954056537
17,10,0.0
17,11,199.84446158678645
17,12,0.0
17,13,0.0
17,14,0.0
17,15,0.0
17,16,0.0
17,17,0.0
17,18,0.0
17,19,0.0
17,20,0.0
17,21,0.0
17,22,0.0
17,23,0.0
17,24,397.8
17,25,873.0
17,26,0.0
17,27,0.0
17,28,0.0
17,29,0.0
17,30,611.5178599851674
17,31,0.0
17,32,0.0
17,33,0.0
17,34,0.0
17,35,0.0
17,36,0.0
17,37,0.0
17,38,0.0
17,39,0.0
17,40,0.0
17,41,0.0
17,42,0.0
17,43,0.0
17,44,0.0
17,45,709.6956862112232
17,46,0.0
17,47,0.0
17,48,120.816777472744
17,49,0.0
17,50,0.0
17,51,0.0
17,52,0.0
17,53,50.4575085677107
17,54,0.0
17,55,0.0
17,56,0.0
17,57,0.0
17,58,154.516253866862
17,59,0.0
17,60,50.5954004833887
17,61,0.0
17,62,0.0
17,63,0.0
17,64,34.02600832357922
17,65,170.291668912337
17,66,0.0
17,67,0.0
17,68,0.0
17,69,0.0
17,70,0.0
17,71,0.0
17,72,0.0
17,73,0.0
17,74,0.0
17,75,0.0
17,76,0.0
17,77,0.0
17,78,0.0
17,79,916.2
17,80,0.0
17,81,0.0
17,82,0.0
17,83,0.0
17,84,0.0
17,85,0.0
17,86,360.0
17,87,0.0
17,88,1095.3315464017817
17,89,0.0
17,90,0.0
17,91,0.0
17,92,0.0
17,93,0.0
17,94,0.0
17,95,0.0
17,96,0.0
17,97,0.0
17,98,0.0
17,99,1158.0385083498682
17,100,0.0
17,101,0.0
17,102,194.4
17,103,0.0
17,104,0.0
17,105,0.0
17,106,0.0
17,107,0.0
17,108,0.0
17,109,0.0
17,110,141.52950415440003
17,111,0.0
17,112,0.0
17,113,0.0
17,114,0.0
17,115,0.0
17,116,0.0
17,117,0.0
18,0,0.0
18,1,0.0
18,2,0.0
18,3,0.0
18,4,0.0
18,5,0.0
18,6,0.0
18,7,0.0
18,8,0.0
18,9,374.80361088369455
18,10,0.0
18,11,133.5426237287988
18,12,0.0
18,13,0.0
18,14,0.0
18,15,0.0
18,16,0.0
18,17,0.0
18,18,0.0
18,19,0.0
18,20,0.0
18,21,0.0
18,22,0.0
18,23,0.0
18,24,178.2223854958687
18,25,572.791545910839
18,26,0.0
18,27,0.0
18,28,0.0
18,29,0.0
18,30,602.8776811992886
18,31,0.0
18,32,0.0
18,33,0.0
18,34,0.0
18,35,0.0
18,36,0.0
18,37,0.0
18,38,0.0
18,39,0.0
18,40,0.0
18,41,0.0
18,42,0.0
18,43,0.0
18,44,0.0
18,45,685.6601731017292
18,46,0.0
18,47,0.0
18,48,44.040768437266756
18,49,0.0
18,50,0.0
18,51,0.0
18,52,0.0
18,53,21.714225161731946
18,54,0.0
18,55,0.0
18,56,0.0
18,57,0.0
18,58,47.41023823938814
18,59,0.0
18,60,38.47949196798661
18,61,0.0
18,62,0.0
18,63,0.0
18,64,33.51935587300115
18,65,84.97535881170474
18,66,0.0
18,67,0.0
18,68,0.0
18,69,0.0
18,70,0.0
18,71,0.0
18,72,0.0
18,73,0.0
18,74,0.0
18,75,0.0
18,76,0.0
18,77,0.0
18,78,0.0
18,79,321.49981594430085
18,80,0.0
18,81,0.0
18,82,0.0
18,83,0.0
18,84,0.0
18,85,0.0
18,86,280.88104026344
18,87,0.0
18,88,430.63793428130344
18,89,0.0
18,90,0.0
18,91,0.0
18,92,0.0
18,93,0.0
18,94,0.0
18,95,0.0
18,96,0.0
18,97,0.0
18,98,0.0
18,99,431.9385487533661
18,100,0.0
18,101,0.0
18,102,121.46072856415593
18,103,0.0
18,104,0.0
18,105,0.0
18,106,0.0
18,107,0.0
18,108,0.0
18,109,0.0
18,110,133.1322401775508
18,111,0.0
18,112,0.0
18,113,0.0
18,114,0.0
18,115,0.0
18,116,0.0
18,117,0.0
19,0,0.0
19,1,0.0
19,2,0.0
19,3,0.0
19,4,0.0
19,5,0.0
19,6,0.0
19,7,0.0
19,8,0.0
19,9,264.8338390522244
19,10,0.0
19,11,70.17585115417529
19,12,0.0
19,13,0.0
19,14,0.0
19,15,0.0
19,16,0.0
19,17,0.0
19,18,0.0
19,19,0.0
19,20,0.0
19,21,0.0
19,22,0.0
19,23,0.0
19,24,127.22808377173767
19,25,328.1930646375504
19,26,0.0
19,27,0.0
19,28,0.0
19,29,0.0
19,30,356.57198870910605
19,31,0.0
19,32,0.0
19,33,0.0
19,34,0.0
19,35,0.0
19,36,0.0
19,37,0.0
19,38,0.0
19,39,0.0
19,40,0.0
19,41,0.0
19,42,0.0
19,43,0.0
19,44,0.0
19,45,610.070615152377
19,46,0.0
19,47,0.0
19,48,87.5284186211238
19,49,0.0
19,50,0.0
19,51,0.0
19,52,0.0
19,53,19.745724874795947
19,54,0.0
19,55,0.0
19,56,0.0
19,57,0.0
19,58,55.44213582802712
19,59,0.0
19,60,39.82022856979622
19,61,0.0
19,62,0.0
19,63,0.0
19,64,31.81031041937469
19,65,138.3447428361471
19,66,0.0
19,67,0.0
19,68,0.0
19,69,0.0
19,70,0.0
19,71,0.0
19,72,0.0
19,73,0.0
19,74,0.0
19,75,0.0
19,76,0.0
19,77,0.0
19,78,0.0
19,79,476.40758534693475
19,80,0.0
19,81,0.0
19,82,0.0
19,83,0.0
19,84,0.0
19,85,0.0
19,86,332.8200781467733
19,87,0.0
19,88,432.9774515937642
19,89,0.0
19,90,0.0
19,91,0.0
19,92,0.0
19,93,0.0
19,94,0.0
19,95,0.0
19,96,0.0
19,97,0.0
19,98,0.0
19,99,426.38053094498713
19,100,0.0
19,101,0.0
19,102,169.23696346945422
19,103,0.0
19,104,0.0
19,105,0.0
19,106,0.0
19,107,0.0
19,108,0.0
19,109,0.0
19,110,139.24240634476624
19,111,0.0
19,112,0.0
19,113,0.0
19,114,0.0
19,115,0.0
19,116,0.0
19,117,0.0
20,0,0.0
20,1,0.0
20,2,0.0
20,3,0.0
20,4,0.0
20,5,0.0
20,6,0.0
20,7,0.0
20,8,0.0
20,9,283.76853292280504
20,10,0.0
20,11,81.66559268990956
20,12,0.0
20,13,0.0
20,14,0.0
20,15,0.0
20,16,0.0
20,17,0.0
20,18,0.0
20,19,0.0
20,20,0.0
20,21,0.0
20,22,0.0
20,23,0.0
20,24,358.0977987398626
20,25,332.2378188028093
20,26,0.0
20,27,0.0
20,28,0.0
20,29,0.0
20,30,532.4819827361748
20,31,0.0
20,32,0.0
20,33,0.0
20,34,0.0
20,35,0.0
20,36,0.0
20,37,0.0
20,38,0.0
20,39,0.0
20,40,0.0
20,41,0.0
20,42,0.0
20,43,0.0
20,44,0.0
20,45,372.6283077339371
20,46,0.0
20,47,0.0
20,48,85.85280837889343
20,49,0.0
20,50,0.0
20,51,0.0
20,52,0.0
20,53,49.07605128490519
20,54,0.0
20,55,0.0
20,56,0.0
20,57,0.0
20,58,85.27040725404883
20,59,0.0
20,60,34.494947998264365
20,61,0.0
20,62,0.0
20,63,0.0
20,64,21.801494547423104
20,65,84.53694904887406
20,66,0.0
20,67,0.0
20,68,0.0
20,69,0.0
20,70,0.0
20,71,0.0
20,72,0.0
20,73,0.0
20,74,0.0
20,75,0.0
20,76,0.0
20,77,0.0
20,78,0.0
20,79,566.2093252080313
20,80,0.0
20,81,0.0
20,82,0.0
20,83,0.0
20,84,0.0
20,85,0.0
20,86,198.72769757622987
20,87,0.0
20,88,424.8964315135096
20,89,0.0
20,90,0.0
20,91,0.0
20,92,0.0
20,93,0.0
20,94,0.0
20,95,0.0
20,96,0.0
20,97,0.0
20,98,0.0
20,99,779.9443826213709
20,100,0.0
20,101,0.0
20,102,132.28368785774413
20,103,0.0
20,104,0.0
20,105,0.0
20,106,0.0
20,107,0.0
20,108,0.0
20,109,0.0
20,110,132.88493783955496
20,111,0.0
20,112,0.0
20,113,0.0
20,114,0.0
20,115,0.0
20,116,0.0
20,117,0.0
